id,rawTweet,cleanedTweet,label
1183,"komunike/leaders declaration ktt g20, terutama para 3 re perang di ukraina, adalah tamparan keras bagi rusia. segera akhiri invasi di ukraina yg merusak martabat rusia sendiri. selamat &amp; sukses kpd indonesia atas prestasi luar biasa ini. @fpcindo ",komunike leaders declaration ktt re perang ukraina tampar keras rusia invasi ukraina yg rusak martabat rusia selamat amp sukses kpd indonesia prestasi fpcindo,positif
1184,rusia mengatakan akan bertindak untuk menghentikan barat menyita cadangan internasionalnya untuk membayar reparasi invasi ke ukraina. ,rusia tindak henti barat sita cadang internasional bayar reparasi invasi ukraina,positif
1185,"g20 pertimbangkan resolusi yang kutuk invasi rusia 

",timbang resolusi kutuk invasi rusia,positif
1186,"deklarasi ktt g20 bali disahkan, janji atasi perubahan iklim hingga kutuk invasi rusia ke ukraina  ",deklarasi ktt bal sah janji atas ubah iklim kutuk invasi rusia ukraina,positif
1187,deklarasi g20 kecam invasi rusia di ukraina  ,deklarasi kecam invasi rusia ukraina,positif
1188,"@dittoradhitya @honbitoru @txtdarihi dengerin kok dengerin si connie ?. dia itu pengamat militer yg sok tau. ngikutin perkembangan perang ukraina aja cuma sejak invasi krimea.
si connie apa ya pernah nyinggung pengusiran warga ukraina dari wilayahnya oleh rusia? ?",dittoradhitya honbitoru txtdarihi dengerin dengerin si connie amat militer yg sok tau ngikutin kembang perang ukraina aja invasi krimea si connie ya nyinggung usir warga ukraina wilayah rusia,positif
1189,"sindir putin, presiden ukraina minta g19 bantu akhiri invasi�rusia ",sindir putin presiden ukraina bantu invasi rusia,positif
1190,"
pembekuan tersebut dilakukan atas persetujuan resolusi majelis umum pbb, senin (14/11/2022).

menurut negara barat, rusia harus membayar ganti rugi atas invasi yang dilakukan ke ukraina pada 24 februari 2022.",beku tuju resolusi majelis pbb senin negara barat rusia bayar ganti rugi invasi ukraina februari,positif
1191,"@_madeinheaven__ @eruchyanto @imranzhakaev1 @txtdarihi @cerfiafr yang mna tuh invasi ussr ke jepang, gw cari di google nemunya ussr invasion of manchuria? klo msh integritas nasional emmg kuril selalu pemicunya klo hubungannya sma rusia",madeinheaven eruchyanto txtdarihi cerfiafr mna tuh invasi ussr jepang gw cari google nemunya ussr invasion of manchuria klo msh integritas nasional emmg kuril picu klo hubung sma rusia,positif
1192,"@alisyarief seperti yg sudah diduga bang, forum ekonomi tp digunakan utk politisasi invasi rusia ke ukraine dan rusia pasti gak berkenan.",alisyarief yg duga bang forum ekonomi tp utk politisasi invasi rusia ukraine rusia gak kenan,positif
1193,aktivis rusia yang mengkritik putin dan invasi ukraina bersuara lewat surat-suratnya dari penjara - 'saya tidak bisa tinggal diam'. ,aktivis rusia kritik putin invasi ukraina suara surat surat penjara tinggal diam,positif
1194,"sebagian besar kepala negara sudah memastikan datang ke kttg20 di bali pada 15-16 november 2022.

konferensi ini dibayang-bayangi kemungkinan ""walkout"" atau tanpa komunike bersama sebagai dampak invasi rusia ke ukraina.
#majalahtempo",kepala negara bal november konferensi bayang bayang walkout komunike dampak invasi rusia ukraina majalahtempo,positif
1195,mayoritas anggota g20 mengutuk keras invasi rusia terhadap ukraina ,mayoritas anggota kutuk keras invasi rusia ukraina,positif
1196,"fifa minta rusia hentikan invasi ukraina sekaligus larang pesan politik di piala dunia 2022

baca selengkapnya: 

#beritaterkini #media #online #news #breakingnews #fifa #russia #invasion #ukraine #politics #fifaworldcupqatar2022 #international",fifa rusia henti invasi ukraina larang pesan politik piala dunia baca lengkap beritaterkini media online news breakingnews fifa russia invasion ukraine politics international,positif
1197,"china mungkin krn masih tergantung ke coal, rusia lagi invasi brutal, saudi ya kontradiktif dgn sumber duit nya di minyak.",china krn gantung coal rusia invasi brutal saudi ya kontradiktif dgn sumber duit nya minyak,positif
1198,"terakhir kali artikel 4 diaktifkan pada februari 2022 lalu oleh lithuania paska invasi rusia ke ukraina, hasil konsultasi negara negara nato adalah memperkuat pertahanan militer di lithuania yang berbatasan dengan belarusia dan rusia. (5)",kali artikel aktif februari lithuania paska invasi rusia ukraina hasil konsultasi negara negara nato kuat tahan militer lithuania batas belarusia rusia,positif
1199,"tweeps, para pemimpin g20, selasa (15/11) memulai pembicaraan di bali dengan 'kerikil tajam' situasi geopolitik utamanya invasi rusia ke ukraina. uni eropa menyebut ktt g20 tahun ini termasuk yang paling sulit. simak info lengkapnya di sini! ",tweeps pimpin selasa bicara bal kerikil tajam situasi geopolitik utama invasi rusia ukraina uni eropa sebut ktt sulit simak info lengkap,positif
1200,menlu rusia sergey lavrov telah meninggalkan ktt g20 kemarin malam setelah isu invasi ke ukraina mendominasi forum di hari pertama. #tempodunia ,menlu rusia sergey lavrov tinggal ktt kemarin malam isu invasi ukraina dominasi forum tempodunia,positif
1201,"draf deklarasi ktt g-20, mayoritas mengecam invasi rusia ke ukraina ",draf deklarasi ktt g mayoritas kecam invasi rusia ukraina,positif
1202,"negara-negara g20 kutuk invasi rusia ke ukraina, bakal keluarkan komunike ",negara negara kutuk invasi rusia ukraina keluar komunike,positif
1203,"serangan ini mengakibatkan aliran listrik masyarakat di seluruh penjuru negeri terputus dan setidaknya (hingga saat ini) menimbulkan 1 korban jiwa di kyiv. penembakan misil oleh rusia ini disebut sebagai salah satu yang ""terluas"" sejak invasi yang dimulai per februari lalu.",serang akibat alir listrik masyarakat penjuru negeri putus timbul korban jiwa kyiv tembak misil rusia salah luas invasi februari,positif
1204,"selama perang ukraina berkobar, konten apapun berbau perang, ledakan, propaganda, dan pembenaran invasi rusia nggak dibayar sama google ads.

war junkies disuruh puasa dulu. ",perang ukraina kobar konten apa bau perang ledak propaganda benar invasi rusia nggak bayar google ads war junkies suruh puasa,positif
1205,"fifa punya daya tawar apa untuk meminta rusia dan ukraina mereda sementara? toh, rusia ga rugi banyak kalau melanggar.

fifa tidak seperti cina waktu olimpiade 2020 lalu. daya tawar cina kuat, sehingga rusia sepakat baru melakukan invasi setelah olimpiade kelar.",fifa daya tawar rusia ukraina reda rusia ga rugi langgar fifa cina olimpiade daya tawar cina kuat rusia sepakat invasi olimpiade kelar,positif
1206,"kepada erick thohir, david malpass berterima kasih kpd presiden widodo. ""saya sekarang berada di bali, sangat menyenangkan bisa bertemu disaat banyak krisis perubahan iklim, makanan, bahan bakar, inflasi dan invasi rusia ke ukraina"" kata  malpass

@erickthohir 
#bangkitbersamaet ",erick thohir david malpass terima kasih kpd presiden widodo bal senang temu saat krisis ubah iklim makan bahan bakar inflasi invasi rusia ukraina malpass erickthohir bangkitbersamaet,positif
1207,"zelensky sindir rusia, sebut g19, minta invasi ke ukraina dihentikan  #terbaru #berita #dihentikan #g19 ",zelensky sindir rusia invasi ukraina henti baru berita henti,positif
1208,"situasi geopolitik, terutama invasi rusia ke ukraina, menjadi kerikil panas dalam presidensi g20 indonesia tahun ini. presiden uni eropa bahkan menyebut ktt g20 kali ini adalah salah satu yang paling sulit yang pernah ada.

",situasi geopolitik invasi rusia ukraina kerikil panas presidensi indonesia presiden uni eropa sebut ktt kali salah sulit,positif
1209,"mayoritas anggota group of twenty (g20) mengecam keras invasi rusia ke ukraina.

",mayoritas anggota group of twenty kecam keras invasi rusia ukraina,positif
1210,"sebanyak 17 kepala negara menyatakan siap datang ke ktt g20. dibayang-bayangi kemungkinan walkout atau tanpa komunike bersama sebagai dampak invasi rusia ke ukraina.
#majalahtempo  ",kepala negara ktt bayang bayang walkout komunike dampak invasi rusia ukraina majalahtempo,positif
1211,"g20: sunak, rusia ?barbar? invasi ukraina ",sunak rusia barbar invasi ukraina,positif
1212,"presiden ukraina volodymyr zelenskyy meminta kepada para pemimpin dunia agar invasi rusia ke ukraina dihentikan sekarang juga. 
#g20 #g20summit #kttg20 #nusabali 
",presiden ukraina volodymyr zelenskyy pimpin dunia invasi rusia ukraina henti nusabali,positif
1213,zelensky minta pemimpin dunia hentikan invasi rusia ke ukraina ,zelensky pimpin dunia henti invasi rusia ukraina,positif
1214,"invasi rusia ke ukraina jadi fokus dalam ktt g20, volodymyr zelenskyy: perang harus dan dapat dihentikan ",invasi rusia ukraina fokus ktt volodymyr zelenskyy perang henti,positif
1215,zelensky minta pemimpin dunia hentikan invasi rusia ke ukraina  #pemimpindunia #presidenukraina #rusia #ukraina,zelensky pimpin dunia henti invasi rusia ukraina pemimpindunia presidenukraina rusia ukraina,positif
1216,"zelensky sindir rusia, sebut g19, minta invasi ke ukraina�dihentikan ",zelensky sindir rusia invasi ukraina henti,positif
1217,"bahas soal invasi rusia, joe biden dan xi jinping sepakat tolak penggunaan senjata nuklir di ukraina  ",bahas invasi rusia joe biden xi jinping sepakat tolak guna senjata nuklir ukraina,positif
1218,"@yoshinta_jehan karena invasi militer rusia ke ukraina, maka cuti bersama natal untuk tahun ini ditiadakan",yoshinta jehan invasi militer rusia ukraina cuti natal tiada,positif
1219,"presiden volodymyr zelensky menyerukan negara g20 segera mengambil langkah konkret membantu menyetop peperangan yang masih terjadi sejak invasi rusia berlangsung. zelensky menyebut 10 gagasan untuk membantu perang rusia vs ukraina berhenti. #cnnindonesia
",presiden volodymyr zelensky seru negara ambil langkah konkret bantu setop peperangan invasi rusia zelensky sebut gagas bantu perang rusia vs ukraina henti cnnindonesia,positif
1220,"dokumen diduga deklarasi para pemimpin g20 mengecam keras invasi rusia di ukraina. dalam dokumen 16 halaman yang beredar di kalangan wartawan. 20 negara anggota mengatakan operasi militer itu menyebabkan penderitaan. #cnnindonesia
",dokumen duga deklarasi pimpin kecam keras invasi rusia ukraina dokumen halaman edar kalang wartawan negara anggota operasi militer sebab derita cnnindonesia,positif
1221,presiden indonesia #joko #widodo membuka ktt #g20 di #bali dengan seruan kepada dunia untuk ?mengakhiri perang? di #ukraina dan menjembatani ?perbedaan besar? atas invasi #rusia ke ukraina. ,presiden indonesia joko widodo buka ktt bal seru dunia perang ukraina jembatan beda invasi rusia ukraina,positif
1222,"zelensky pun menyebut forum negara g20 menjadi g19 untuk mengecam invasi rusia dalam pidatonya di ktt. meski ukraina bukan anggota g20, zelensky diundang untuk berpartisipasi dalam ktt. #cnnindonesia 
",zelensky sebut forum negara kecam invasi rusia pidato ktt ukraina anggota zelensky undang partisipasi ktt cnnindonesia,positif
1223,"direktur cia bill burns mengingatkan mitranya, kepala badan intelijen rusia svr sergei naryshkin, atas konsekuensi yang akan dihadapi jika rusia mengerahkan senjata nuklir dalam invasi di ukraina.

",direktur cia bill burns mitra kepala badan intelijen rusia svr sergei naryshkin konsekuensi hadap rusia kerah senjata nuklir invasi ukraina,positif
1224,"sosok sergey lavrov di ktt g20 bali, intip profilnya, dalang dan jadi otak putin di invasi ukraina?
 
 lewat @tribunkaltim 

#sergeylavrov #kttg20 #kttg20bali #rusia #russianarmy",sosok sergey lavrov ktt bal intip profil dalang otak putin invasi ukraina tribunkaltim sergeylavrov rusia russianarmy,positif
1225,"dalam pernyataannya, presiden jokowi tidak menyebut invasi rusia sebagai penyebab masalah global seperti apa yang dikatakan oleh barat. #tempodunia ",nyata presiden jokowi sebut invasi rusia sebab global barat tempodunia,positif
1226,"ktt g20 bali digelar di tengah invasi rusia ke ukraina dan tingginya inflasi global, jokowi: kami berharap.



#kttg20bali #jokowi #rusia #ukraina #inflasi",ktt bal gelar invasi rusia ukraina tinggi inflasi global jokowi harap jokowi rusia ukraina inflasi,positif
1227,"hari ke 264 invasi rusia ukraina, pertempuran pecah di belgorovka",invasi rusia ukraina tempur pecah belgorovka,positif
1228,"""kalau perang tak berakhir, akan sulit bagi kita untuk bertanggung jawab atas masa depan generasi saat ini,"" singgung presiden jokowi soal invasi rusia ke ukraina sejak februari silam. #temponasional ",perang sulit tanggung generasi singgung presiden jokowi invasi rusia ukraina februari silam temponasional,positif
1229,"pada hari ke-264 invasi rusia ke ukraina, pbb menyusun resolusi ganti rugi dampak perang, sementara infrastruktur energi utama kherson hancur. ",invasi rusia ukraina pbb susun resolusi ganti rugi dampak perang infrastruktur energi utama kherson hancur,positif
1230,"ktt g20 bali xi dan biden bertemu, as: invasi rusia membuat china malu
 ",ktt bal xi biden temu as invasi rusia china malu,positif
1231,"dampak invasi rusia ke ukraina meningkatkan ketegangan antara china dan barat. ketegangan ini sempat mengemuka ketika para pemimpin ekonomi terbesar dunia berkumpul di bali dalam konferensi tingkat tinggi (ktt) g20. namun, ternyata pertemuan pemimpin as? ",dampak invasi rusia ukraina tingkat tegang china barat tegang muka pimpin ekonomi besar dunia kumpul bal konferensi tingkat ktt temu pimpin as,positif
1232,"invasi rusia ke ukraina berdampak terhadap krisis pangan global, dimana harga komoditi gandum kian meroket. beberapa negara di afrika dan asia mulai melirik pemanfaatan tepung singkong sebagai pengganti tepung gandum. 

 ",invasi rusia ukraina dampak krisis pangan global mana harga komoditi gandum kian roket negara afrika asia lirik manfaat tepung singkong ganti tepung gandum,positif
1233,biden dan sekutu akan soroti dampak invasi rusia ke ukraina di ktt g20  #tempodunia,biden sekutu sorot dampak invasi rusia ukraina ktt tempodunia,positif
1234,"@fh43si @jansen_jsp jaman sby karet pernah 20k, begitu jokowi naik, terjun bebas sampe 4k per kg.

tapi yang sawit makmur walaupun cukup fluktuatif gara2 kebijakan amburadul. harga melejit karena permintaan dunia tinggi gegara invasi rusia plus sanksi ekonomi uni eropa",jansen jsp jaman sby karet jokowi terjun bebas sampe kg sawit makmur fluktuatif bijak amburadul harga lejit minta dunia gegara invasi rusia plus sanksi ekonomi uni eropa,positif
1235,pertemuan burns dengan naryshkin merupakan pertemuan tingkat tinggi pertama antara as dan rusia sejak invasi ukraina pada 23 februari. #kumparannews ,temu burns naryshkin temu tingkat as rusia invasi ukraina februari kumparannews,positif
1236,@margierouge @yaqutcqoumas tidak ada cuti bersama natal tahun ini. alasannya sebagai imbas dari invasi militer rusia ke ukraina,margierouge yaqutcqoumas cuti natal alas imbas invasi militer rusia ukraina,positif
1237,@korantempo duh kadroen pada minim minat baca banget ya. ditulis disitu yg gagal sepakat itu terkait invasi rusia ke ukraina. emang ri ditunjuk jd presidensi g20 kapan? invasi rusia dimulai kapan? gak hoki aja pas dpt presidensi terus ada perang. salahnya pemerintah belah mana ya?,korantempo duh kadroen minim minat baca banget ya tulis situ yg gagal sepakat kait invasi rusia ukraina emang ri jd presidensi invasi rusia gak hoki aja pas dpt presidensi perang salah perintah belah ya,positif
